ags,60971106,9858,-393,974,44,102,-62
ags,60971156,9917,-529,1101,130,-175,120
ags,60971206,9848,-422,1043,-68,41,-23
ags,60971256,9858,-666,867,-196,242,291
ags,60971306,10210,-275,1336,-49,346,343
ags,60971356,9516,-715,1023,-348,-309,1603
ags,60971406,9995,-959,994,511,-138,660
ags,60971456,10093,-705,1131,-257,-596,871
ags,60971506,9682,-998,1150,-287,-178,1664
ags,60971556,9741,-969,984,-254,1509,-227
ags,60971606,9848,-1174,1424,-71,346,-355
ags,60971656,9858,-1057,1170,-416,-1005,-78
ags,60971706,9819,-1096,1277,-113,-706,-1567
ags,60971756,9438,-1945,1150,-437,-355,3230
ags,60971806,9839,-1252,974,-147,-840,349
ags,60971856,9897,-1301,633,154,-373,-59
ags,60971906,9741,-1213,662,688,-492,-343
ags,60971956,9800,-1496,486,1234,212,-1491
ags,60972006,9653,-910,1111,2156,368,-3767
ags,60972056,9653,-422,877,2498,-822,-4271
ags,60972106,10356,-70,1306,2281,-1163,-3825
ags,60972156,9751,1638,222,1369,-1865,-627
ags,60972206,10298,-80,906,896,-382,1170
ags,60972256,9409,-197,408,1613,-486,-1759
ags,60972306,9712,-51,-138,1985,-843,-1512
ags,60972356,10210,339,525,3746,-1942,-914
ags,60972406,9858,1100,-79,3438,-1154,-679
ags,60972456,10005,817,584,2022,-1420,1984
ags,60972506,9624,65,-675,972,-1157,3474
ags,60972556,10571,593,-802,2660,453,-1390
ags,60972606,10718,671,-197,1817,114,2973
ags,60972656,8364,-158,554,2174,-126,1420
ags,60972706,9595,-813,-31,2327,-971,126
ags,60972756,9477,-197,-245,2507,-873,-609
ags,60972806,9575,143,-411,2119,1393,-746
ags,60972856,-14360,-1467,-792,3651,-754,-6517
ags,60972906,11743,1013,-353,3236,172,-3947
ags,60972956,10063,153,-79,2708,-1697,-236
ags,60973006,10874,534,-695,2895,-2830,4572
ags,60973056,10571,739,-812,822,-1084,6977
ags,60973106,9477,-2561,-743,-687,-394,8750
ags,60973156,7983,-1955,-704,-446,-382,6757
ags,60973206,7964,-2912,-1241,389,1228,220
ags,60973256,12505,85,-851,2580,3859,-3691
ags,60973306,9624,-1399,-1007,664,2415,2995
ags,60973356,9780,-1252,193,1210,-437,2540
