ags,41182006,2964,-9695,1777
ags,41182016,2993,-9519,1699
ags,41182026,3257,-9304,1738
ags,41182036,3364,-9402,1728
ags,41182046,3501,-9392,1718
ags,41182056,3325,-9226,1855
ags,41182066,3384,-9158,1757
ags,41182076,3325,-9246,1855
ags,41182086,3257,-9275,1728
ags,41182096,3374,-9373,1767
ags,41182106,3530,-9724,1738
ags,41182116,3706,-9812,1669
ags,41182126,3813,-9978,1562
ags,41182136,4028,-10086,1435
ags,41182146,4087,-10291,1591
ags,41182156,3901,-10349,1757
ags,41182166,3559,-10740,1855
ags,41182176,3276,-11170,1992
ags,41182186,3198,-11853,2050
ags,41182196,2983,-12146,2011
ags,41182206,2905,-12420,2040
ags,41182216,2651,-12703,1913
ags,41182226,2739,-12771,1767
ags,41182236,2710,-12439,1513
ags,41182246,2417,-11951,1210
ags,41182256,2134,-11375,790
ags,41182266,1724,-10837,624
ags,41182276,1421,-10281,546
ags,41182286,1069,-9705,546
ags,41182296,630,-9363,644
ags,41182306,268,-8660,722
ags,41182316,-53,-8064,751
ags,41182326,-111,-7664,868
ags,41182336,-121,-7166,771
ags,41182346,-287,-6814,947
ags,41182356,-151,-6531,1064
ags,41182366,-365,-6550,1279
ags,41182376,-229,-6541,1445
ags,41182386,-209,-6726,1406
ags,41182396,-33,-7000,1660
ags,41182406,278,-7586,1552
ags,41182416,552,-8738,1630
ags,41182426,884,-9539,1630
ags,41182436,1372,-9832,1533
ags,41182446,1938,-10408,1484
ags,41182456,2261,-10925,1503
ags,41182466,2583,-11228,1298
ags,41182476,2905,-11560,1152
ags,41182486,3130,-11755,995
ags,41182496,3354,-11580,927
ags,41182506,3374,-11111,947
ags,41182516,3345,-10603,1044
ags,41182526,3081,-9998,986
ags,41182536,2934,-9255,937
ags,41182546,2524,-8504,1015
ags,41182556,2368,-8015,966
ags,41182566,2124,-7752,1093
ags,41182576,2016,-7478,1152
ags,41182586,1899,-7361,1240
ags,41182596,1958,-7752,1152
ags,41182606,1831,-7976,1161
ags,41182616,1743,-8142,1152
ags,41182626,1811,-8386,1269
ags,41182636,1929,-8572,1396
ags,41182646,2016,-8543,1464
ags,41182656,2065,-8679,1552
ags,41182666,2261,-8826,1620
ags,41182676,2466,-9041,1728
ags,41182686,2544,-9265,2040
ags,41182696,2739,-9402,1904
ags,41182706,3022,-9744,2070
ags,41182716,3140,-9812,1952
ags,41182726,3501,-9959,1874
ags,41182736,3608,-10183,1806
ags,41182746,3686,-10281,1767
ags,41182756,3657,-10212,1786
ags,41182766,3589,-9929,1796
ags,41182776,3296,-9929,2118
ags,41182786,3140,-9646,1933
ags,41182796,2915,-9500,2158
ags,41182806,2798,-9558,2089
ags,41182816,2612,-9548,2177
ags,41182826,2700,-9714,2255
ags,41182836,2856,-10076,2265
ags,41182846,2807,-9978,2285
ags,41182856,3022,-10017,2118
ags,41182866,3266,-9988,2128
ags,41182876,3618,-10203,1913
ags,41182886,3960,-10545,1728
ags,41182896,4126,-11287,1474
ags,41182906,3931,-12058,1044
ags,41182916,3647,-12820,1093
ags,41182926,4097,-13142,1406
ags,41182936,3345,-13572,1308
ags,41182946,3198,-13396,1747
ags,41182956,2651,-12820,2050
ags,41182966,1880,-12019,1767
ags,41182976,1177,-11101,1572
ags,41182986,610,-10261,1152
ags,41182996,376,-9607,1064
ags,41183006,249,-8709,937
ags,41183016,415,-8005,800
ags,41183026,210,-7498,566
ags,41183036,278,-7146,224
ags,41183046,347,-7048,117
ags,41183056,434,-6980,97
ags,41183066,591,-7400,-19
ags,41183076,83,-7830,117
ags,41183086,347,-8611,-722
ags,41183096,649,-9793,-654
ags,41183106,796,-10193,-547
ags,41183116,825,-10046,-761
ags,41183126,1304,-9793,-127
ags,41183136,1479,-9050,370
ags,41183146,581,-8425,497
ags,41183156,1225,-8211,224
ags,41183166,991,-8650,615
ags,41183176,1811,-9773,419
ags,41183186,1128,-10339,390
ags,41183196,1255,-9949,-88
ags,41183206,1069,-9978,-58
ags,41183216,1518,-11179,-263
ags,41183226,1694,-10720,-439
ags,41183236,1811,-10662,-322
ags,41183246,2153,-9900,-449
ags,41183256,1899,-9177,-439
ags,41183266,2007,-8230,-654
ags,41183276,1597,-7869,-263
ags,41183286,1411,-7410,-488
ags,41183296,288,-6443,-1211
ags,41183306,1206,-6550,-908
ags,41183316,1040,-7048,-888
ags,41183326,1177,-7048,-1308
ags,41183336,659,-7830,-1689
ags,41183346,2007,-9724,-1543
ags,41183356,2300,-12205,107
ags,41183366,2720,-13220,331
ags,41183376,1909,-12449,331
ags,41183386,2632,-10984,9
ags,41183396,2778,-10271,410
ags,41183406,3247,-9597,302
ags,41183416,3218,-9216,58
ags,41183426,3003,-9099,-361
ags,41183436,2847,-9089,-498
ags,41183446,2466,-9216,-566
ags,41183456,2417,-9920,-381
ags,41183466,2329,-10642,-322
ags,41183476,2182,-10564,-283
ags,41183486,2251,-10271,-615
ags,41183496,2065,-10086,-830
ags,41183506,1948,-10115,-1045
ags,41183516,2056,-10310,-1240
ags,41183526,1880,-10837,-1074
ags,41183536,2231,-11472,-840
ags,41183546,2192,-12214,-341
ags,41183556,3022,-11404,-1064
ags,41183566,2876,-10798,-1152
ags,41183576,2466,-10613,-1328
ags,41183586,2583,-10447,-1836
ags,41183596,2739,-10554,-2099
ags,41183606,2046,-10974,-1640
ags,41183616,1743,-11521,-1181
ags,41183626,2104,-11404,-1836
ags,41183636,1733,-11726,-1640
ags,41183646,1743,-12146,-1816
