ags,60964570,10034,-1127,671,76,-150,-156
ags,60964580,10034,-1030,729,0,-156,30
ags,60964590,9888,-1049,759,43,-144,-37
ags,60964600,9800,-1166,700,-5,-156,-104
ags,60964610,9878,-942,690,43,-49,-168
ags,60964620,9927,-1040,817,-11,-59,-223
ags,60964630,9790,-1000,671,-17,14,-290
ags,60964640,9819,-776,710,46,136,-369
ags,60964650,10015,-913,700,-42,96,-284
ags,60964660,10044,-981,729,49,114,-140
ags,60964670,10054,-1108,720,61,105,-140
ags,60964680,10044,-1059,798,46,-120,-61
ags,60964690,10073,-1088,729,49,-193,-46
ags,60964700,9888,-1069,817,-69,-168,-113
ags,60964710,9917,-1020,700,6,-141,-238
ags,60964720,9849,-1079,759,-2,56,-250
ags,60964730,9878,-991,817,88,53,-281
ags,60964740,9888,-1127,778,116,285,-247
ags,60964750,9937,-1137,759,73,386,-180
ags,60964760,10015,-1118,622,-82,502,-232
ags,60964770,9966,-1332,661,125,535,-262
ags,60964780,9868,-1391,739,226,590,-336
ags,60964790,10073,-1254,602,394,578,-265
ags,60964800,10327,-1040,876,287,587,-3
ags,60964810,10356,-1225,798,186,819,225
ags,60964820,10171,-1147,925,-27,850,387
ags,60964830,9946,-1098,1267,9,1375,744
ags,60964840,10034,-1049,817,-271,902,1024
ags,60964850,9575,-512,944,-304,804,957
ags,60964860,9409,-747,1022,-295,642,670
ags,60964870,9565,-639,1061,-381,496,204
ags,60964880,9575,-659,1061,-457,389,-354
ags,60964890,9761,-561,1149,-185,175,-412
ags,60964900,9653,-893,1257,-161,-1111,-479
ags,60964910,10708,-415,1159,-155,-910,115
ags,60964920,11226,-844,1149,-173,-699,27
ags,60964930,10337,-854,827,-423,-928,48
ags,60964940,10230,-952,681,-597,-788,-52
ags,60964950,10396,-512,632,-707,-333,417
ags,60964960,9819,-541,446,-533,-101,1012
ags,60964970,9536,-1186,681,-283,-876,1104
ags,60964980,9644,-454,280,-1235,618,4113
ags,60964990,10337,-1821,1071,-603,1216,2974
ags,60965000,9771,-1206,1013,-374,1491,36
ags,60965010,9478,-1166,808,-359,1698,-485
ags,60965020,9897,-1313,1071,-603,1378,-259
ags,60965030,9722,-913,1071,-747,1094,1061
ags,60965040,10210,-1489,1218,-698,618,1211
ags,60965050,10122,-1303,1247,-567,474,625
ags,60965060,9956,-1206,1140,-439,450,219
ags,60965070,9751,-1118,974,-515,618,88
ags,60965080,9614,-1186,1013,-539,642,75
ags,60965090,9556,-1362,856,-591,642,-30
ags,60965100,9731,-1342,798,-396,630,-287
ags,60965110,9722,-1362,788,-292,658,-796
ags,60965120,9829,-1420,808,107,874,-1132
ags,60965130,10034,-1186,856,174,932,-1532
ags,60965140,10337,-1118,944,140,722,-1038
ags,60965150,10210,-913,1081,-118,526,-204
ags,60965160,10220,-991,1208,-271,383,454
ags,60965170,10024,-1166,1101,-374,319,640
ags,60965180,9819,-1147,1296,-207,282,524
ags,60965190,9722,-1274,1169,-304,261,323
ags,60965200,9751,-1147,1022,-185,273,91
ags,60965210,9761,-1274,993,-124,243,-67
ags,60965220,9956,-1235,866,122,246,-201
ags,60965230,10142,-1235,1032,162,307,-229
ags,60965240,10024,-1049,983,192,322,-275
ags,60965250,10024,-1059,1188,3,441,-119
ags,60965260,10103,-1196,1032,-103,496,5
ags,60965270,10015,-971,1325,-176,697,-52
ags,60965280,9868,-1254,1276,-72,581,-247
ags,60965290,9761,-1040,1218,-268,523,121
ags,60965300,9800,-1147,1237,-197,395,185
ags,60965310,9829,-1313,1130,-57,407,-186
ags,60965320,9683,-1157,925,-33,600,-275
ags,60965330,9907,-1000,1227,-8,770,-189
ags,60965340,10288,-952,1677,-106,374,258
ags,60965350,9839,-1059,1569,6,-74,341
ags,60965360,9966,-1137,1452,-265,-312,554
ags,60965370,9946,-1225,1472,-365,-571,792
ags,60965380,9731,-1293,1198,-341,-571,744
ags,60965390,9595,-1479,935,-295,-275,448
ags,60965400,9634,-1430,983,-127,1,-15
ags,60965410,9605,-1381,1159,-100,261,-516
ags,60965420,9790,-1342,1081,137,197,-729
ags,60965430,9878,-1332,1149,256,239,-1059
ags,60965440,10112,-1098,1140,296,334,-1175
ags,60965450,10054,-1010,1218,384,276,-1044
ags,60965460,9995,-932,1227,244,246,-684
ags,60965470,9858,-1157,1354,226,233,-320
ags,60965480,9810,-1176,1267,88,209,-165
ags,60965490,9712,-1225,1276,30,188,-391
ags,60965500,9595,-1098,1179,207,325,-613
ags,60965510,9878,-1137,1130,271,477,-1031
ags,60965520,9946,-1040,1140,342,514,-1230
ags,60965530,9878,-971,1179,296,474,-1288
ags,60965540,9976,-1079,1237,204,416,-1315
ags,60965550,10024,-1098,1413,140,239,-1254
ags,60965560,9917,-922,1286,186,87,-1038
ags,60965570,9976,-854,1306,220,44,-830
ags,60965580,9771,-874,1296,320,14,-806
ags,60965590,9819,-893,1325,259,203,-879
ags,60965600,9937,-747,1472,391,108,-864
ags,60965610,9878,-1166,1188,372,123,-973
ags,60965620,9663,-864,1354,381,1,-1138
ags,60965630,9839,-805,1179,354,-19,-1111
ags,60965640,9946,-639,1335,339,181,-900
ags,60965650,10220,-874,1257,308,239,-742
ags,60965660,10269,-874,1384,143,325,-977
ags,60965670,10083,-581,1394,171,294,-650
ags,60965680,10132,-717,1364,131,114,-323
ags,60965690,9937,-747,1286,-72,-37,-217
ags,60965700,9888,-903,1325,49,-86,-195
ags,60965710,9731,-942,1042,177,-31,-287
ags,60965720,9663,-864,1071,195,62,-461
ags,60965730,9839,-786,1374,226,145,-574
ags,60965740,10083,-707,1579,159,38,-659
ags,60965750,10171,-473,1296,104,11,-442
ags,60965760,10064,-571,1403,-2,1,5
ags,60965770,10073,-698,1452,-94,-111,399
ags,60965780,10112,-678,1267,-182,-138,442
ags,60965790,9907,-913,1325,-85,-162,554
ags,60965800,9751,-874,1198,-161,-159,445
ags,60965810,9702,-874,1022,-20,-19,161
ags,60965820,9692,-825,1257,30,-1,-180
ags,60965830,9731,-688,1325,30,-86,-378
ags,60965840,9927,-688,1452,36,-25,-540
ags,60965850,10073,-629,1442,-17,-321,-272
ags,60965860,9897,-756,1394,-66,-278,-116
ags,60965870,10210,-747,1276,-136,-144,207
ags,60965880,10132,-893,1394,-170,-361,475
ags,60965890,9966,-1030,1423,-118,-330,500
ags,60965900,9810,-776,1374,-130,-370,344
ags,60965910,9624,-854,1315,-45,-394,316
ags,60965920,9546,-659,1198,128,-126,17
ags,60965930,9692,-756,1276,79,-10,-406
ags,60965940,9761,-776,1237,134,44,-504
ags,60965950,10034,-805,1306,46,-111,-436
ags,60965960,10103,-756,1413,0,-367,-140
ags,60965970,10054,-649,1159,-97,-480,234
ags,60965980,9888,-659,954,-283,-111,585
ags,60965990,9976,-834,1032,-164,72,866
ags,60966000,9634,-854,1140,-158,181,692
ags,60966010,9878,-854,1188,-33,401,185
ags,60966020,9888,-717,1267,6,420,-21
ags,60966030,10064,-815,1257,-51,484,-95
ags,60966040,10142,-844,1296,-36,572,204
ags,60966050,10200,-874,1315,3,566,277
ags,60966060,9995,-776,1286,-51,648,243
ags,60966070,9888,-600,1247,-164,514,567
ags,60966080,9761,-815,1296,-197,481,582
ags,60966090,9858,-932,1374,-152,239,469
ags,60966100,9810,-844,1247,-91,304,265
ags,60966110,10005,-727,1481,162,465,-49
ags,60966120,9839,-747,1569,24,282,-27
ags,60966130,10034,-659,1413,-112,291,176
ags,60966140,10093,-834,1325,-222,270,664
ags,60966150,10210,-922,1315,-405,142,875
ags,60966160,10073,-737,1354,-201,160,1006
ags,60966170,9780,-932,1325,-210,136,841
ags,60966180,9722,-893,1413,-228,72,646
ags,60966190,9741,-913,1335,-298,96,347
ags,60966200,9868,-747,1364,-36,215,243
ags,60966210,9810,-1108,1169,70,218,216
ags,60966220,9976,-815,1325,94,178,249
ags,60966230,9907,-756,1335,-8,166,631
ags,60966240,9761,-883,1306,-161,423,588
ags,60966250,9614,-961,1394,-289,575,234
ags,60966260,9790,-1098,1257,-332,420,228
ags,60966270,9927,-1030,1218,-216,426,368
ags,60966280,10122,-1118,1354,-112,346,344
ags,60966290,9937,-1000,1491,-182,362,435
ags,60966300,9771,-1147,1511,-179,294,146
ags,60966310,9897,-1137,1433,-313,319,-134
ags,60966320,9839,-961,1433,-326,288,-250
ags,60966330,9692,-825,1560,-466,316,-223
ags,60966340,9800,-776,1599,-527,117,-207
ags,60966350,9956,-874,1491,-432,-37,127
ags,60966360,10034,-1186,1569,-185,-156,304
ags,60966370,9927,-1235,1472,-222,-165,420
ags,60966380,9888,-1049,1315,-133,-104,271
ags,60966390,10122,-864,1423,-82,44,573
ags,60966400,9907,-1030,1296,49,4,759
ags,60966410,10083,-1000,1306,18,163,896
ags,60966420,9976,-1088,1472,18,236,658
ags,60966430,9673,-1040,1433,-14,145,399
ags,60966440,9624,-1088,1530,27,249,-27
ags,60966450,9731,-1206,1433,-5,316,-430
ags,60966460,9907,-1108,1276,156,294,-635
