ags,28592540,2939,-5377,8496
ags,28592560,2963,-5399,8296
ags,28592580,2978,-5411,8247
ags,28592600,2905,-5438,8418
ags,28592620,2924,-5345,8408
ags,28592640,2968,-5382,8411
ags,28592660,2846,-5407,8386
ags,28592680,2795,-5524,8335
ags,28592700,2778,-5399,8323
ags,28592720,2697,-5568,8142
ags,28592740,2600,-5595,7805
ags,28592760,2497,-5487,6756
ags,28592780,2172,-6469,7383
ags,28592800,2087,-7123,8418
ags,28592820,2192,-6622,7105
ags,28592840,2619,-5665,6131
ags,28592860,4233,-4530,6748
ags,28592880,3686,-3900,7410
ags,28592900,3933,-5067,8294
ags,28592920,3877,-4884,8787
ags,28592940,5029,-5922,8767
ags,28592960,4846,-6356,8645
ags,28592980,6157,-1674,5862
ags,28593000,7915,-4296,8806
ags,28593020,8762,-8978,6792
ags,28593040,7671,-5250,8650
ags,28593060,6198,-5065,5039
ags,28593080,8654,-6437,1897
ags,28593100,6313,-6459,5593
ags,28593120,4152,-7672,6614
ags,28593140,4238,-10941,789
ags,28593160,5603,-5978,-2047
ags,28593180,2146,-7052,5940
ags,28593200,3191,-7758,8255
ags,28593220,1743,-6425,2639
ags,28593240,2053,-8578,7068
ags,28593260,1838,-7303,8992
ags,28593280,1408,-7809,6590
ags,28593300,546,-7943,6497
ags,28593320,503,-7545,6487
ags,28593340,661,-7789,7771
ags,28593360,788,-7965,8069
ags,28593380,351,-7965,7852
ags,28593400,351,-7570,6724
ags,28593420,84,-7582,7058
ags,28593440,107,-7477,7102
ags,28593460,368,-7384,6724
ags,28593480,312,-7416,7036
ags,28593500,-99,-7416,7254
ags,28593520,-200,-7477,7154
ags,28593540,-532,-8439,7805
ags,28593560,54,-7418,6717
ags,28593580,586,-7550,6577
ags,28593600,759,-7584,6734
ags,28593620,471,-8029,7237
ags,28593640,144,-7745,7222
ags,28593660,168,-7592,6599
ags,28593680,310,-7555,6714
ags,28593700,568,-7589,6321
ags,28593720,393,-7657,6719
ags,28593740,366,-7841,6792
ags,28593760,478,-7992,6441
ags,28593780,747,-7892,6929
ags,28593800,1132,-7450,6792
ags,28593820,1191,-7787,6502
ags,28593840,937,-7631,6577
ags,28593860,713,-7975,6900
ags,28593880,783,-7731,6978
ags,28593900,944,-7657,6646
ags,28593920,1005,-7819,6497
ags,28593940,896,-7977,6599
ags,28593960,583,-7804,6956
ags,28593980,937,-7636,6851
ags,28594000,1093,-7709,6714
ags,28594020,1291,-7816,6475
ags,28594040,852,-7814,6985
ags,28594060,1013,-7657,6582
ags,28594080,947,-7692,6621
ags,28594100,1128,-7797,6621
ags,28594120,1318,-7953,6675
ags,28594140,1313,-7828,6651
ags,28594160,1386,-7767,6543
ags,28594180,1245,-7867,6526
ags,28594200,1245,-7902,6502
ags,28594220,1396,-7865,6560
ags,28594240,1450,-7887,6504
ags,28594260,1386,-7743,6482
ags,28594280,1220,-7772,6665
ags,28594300,1213,-7775,6682
ags,28594320,1403,-7992,6475
ags,28594340,1591,-8065,6492
ags,28594360,1357,-7870,6658
ags,28594380,1303,-7897,6433
ags,28594400,1350,-7843,6465
ags,28594420,1460,-7907,6345
ags,28594440,1486,-7836,6402
ags,28594460,1528,-7767,6577
ags,28594480,1235,-7863,6626
ags,28594500,1196,-7855,6389
ags,28594520,1254,-8007,6531
ags,28594540,1460,-8041,6470
ags,28594560,1430,-7916,6480
ags,28594580,1281,-7843,6463
ags,28594600,1286,-7777,6380
ags,28594620,1294,-7838,6382
ags,28594640,1479,-7977,6577
ags,28594660,1425,-7899,6597
ags,28594680,1406,-7960,6433
ags,28594700,1313,-7904,6551
ags,28594720,1379,-7992,6436
ags,28594740,1359,-8024,6502
ags,28594760,1469,-8053,6558
ags,28594780,1384,-7948,6509
ags,28594800,1184,-7946,6577
ags,28594820,1328,-7826,6416
ags,28594840,1491,-7904,6492
ags,28594860,1477,-7953,6502
ags,28594880,1418,-7941,6458
ags,28594900,1242,-7926,6414
ags,28594920,1413,-7928,6367
ags,28594940,1396,-7968,6497
ags,28594960,1384,-7892,6424
ags,28594980,1328,-7955,6453
ags,28595000,1418,-7977,6450
ags,28595020,1496,-7953,6358
ags,28595040,1501,-7936,6375
ags,28595060,1359,-8055,6638
ags,28595080,1328,-7994,6419
ags,28595100,1421,-7955,6360
ags,28595120,1438,-7936,6360
ags,28595140,1379,-7948,6436
ags,28595160,1352,-7948,6592
ags,28595180,1440,-7982,6487
ags,28595200,1523,-7921,6397
ags,28595220,1462,-7914,6502
ags,28595240,1377,-7897,6328
ags,28595260,1374,-7894,6411
ags,28595280,1440,-7887,6482
ags,28595300,1430,-7848,6438
ags,28595320,1191,-8016,6489
ags,28595340,1452,-8060,6341
ags,28595360,1352,-7977,6497
ags,28595380,1550,-7987,6397
ags,28595400,1474,-7924,6426
ags,28595420,1484,-7784,6289
ags,28595440,1386,-7892,6311
ags,28595460,1799,-7902,6275
ags,28595480,1987,-7850,6363
ags,28595500,1550,-8051,6480
ags,28595520,1037,-8129,5911
ags,28595540,1045,-7748,6321
ags,28595560,1103,-8610,6397
ags,28595580,-212,-7491,6831
ags,28595600,488,-7848,7075
ags,28595620,871,-7262,6607
ags,28595640,1525,-7379,6751
ags,28595660,1286,-7628,7027
ags,28595680,1157,-7814,7139
ags,28595700,522,-7548,7049
ags,28595720,771,-7565,7139
ags,28595740,774,-7565,6978
ags,28595760,837,-7999,7141
ags,28595780,471,-7782,7088
ags,28595800,732,-7775,7102
ags,28595820,1193,-7433,6826
ags,28595840,949,-7367,6790
ags,28595860,747,-7584,6797
ags,28595880,649,-7679,6729
ags,28595900,224,-7311,6878
ags,28595920,1247,-7418,7024
ags,28595940,754,-8173,6861
ags,28595960,796,-7604,7097
ags,28595980,993,-7767,6697
ags,28596000,393,-7343,6900
ags,28596020,947,-7626,6870
ags,28596040,1032,-7811,6802
ags,28596060,1027,-7775,6900
ags,28596080,1120,-7760,6819
ags,28596100,954,-7704,6797
ags,28596120,1110,-8571,6397
ags,28596140,1235,-7123,6485
ags,28596160,1003,-7670,6541
ags,28596180,1032,-7843,6568
ags,28596200,1059,-7714,6475
ags,28596220,1303,-7723,6492
ags,28596240,1130,-7762,6524
ags,28596260,869,-7775,6426
ags,28596280,278,-7860,6892
ags,28596300,322,-7850,7024
ags,28596320,312,-7648,6868
ags,28596340,686,-7826,6790
ags,28596360,1132,-8070,7007
ags,28596380,554,-8300,7259
ags,28596400,752,-8055,7027
ags,28596420,669,-7755,6790
ags,28596440,390,-7731,6748
ags,28596460,659,-7645,6656
ags,28596480,637,-7814,6699
ags,28596500,683,-8033,6792
ags,28596520,849,-7853,6629
ags,28596540,522,-7487,6531
ags,28596560,725,-7775,6580
ags,28596580,793,-7679,6397
ags,28596600,1130,-7731,6404
ags,28596620,962,-7987,6726
ags,28596640,725,-7821,6817
ags,28596660,896,-7914,6553
ags,28596680,854,-7775,6697
ags,28596700,695,-7728,6660
ags,28596720,1057,-7924,6658
ags,28596740,637,-7850,6658
ags,28596760,756,-7770,6587
ags,28596780,673,-7845,6660
ags,28596800,717,-7972,6573
ags,28596820,776,-8080,6612
ags,28596840,788,-8014,6580
ags,28596860,1335,-7636,6695
ags,28596880,749,-7902,6634
ags,28596900,825,-7960,6475
ags,28596920,781,-7958,6411
ags,28596940,810,-7855,6438
ags,28596960,781,-7760,6465
ags,28596980,842,-7750,6397
ags,28597000,869,-7977,6538
ags,28597020,783,-7982,6626
ags,28597040,603,-8148,6555
ags,28597060,708,-8007,6546
ags,28597080,734,-7992,6433
ags,28597100,844,-8036,6538
ags,28597120,908,-7909,6487
ags,28597140,564,-7987,6465
ags,28597160,742,-7992,6380
ags,28597180,771,-8019,6441
ags,28597200,822,-8038,6475
ags,28597220,798,-7977,6448
ags,28597240,827,-8011,6509
ags,28597260,725,-7958,6531
ags,28597280,695,-8038,6543
ags,28597300,864,-7985,6463
ags,28597320,593,-7992,6372
ags,28597340,786,-7872,6509
ags,28597360,747,-7904,6438
ags,28597380,693,-7928,6472
ags,28597400,676,-7892,6631
ags,28597420,600,-7963,6463
ags,28597440,886,-7987,6524
ags,28597460,839,-8007,6431
ags,28597480,827,-8114,6424
ags,28597500,886,-7972,6399
ags,28597520,857,-7950,6446
ags,28597540,786,-8009,6460
ags,28597560,854,-7904,6475
ags,28597580,700,-7926,6397
ags,28597600,778,-7887,6424
ags,28597620,625,-8063,6516
ags,28597640,903,-7919,6543
ags,28597660,857,-7924,6521
ags,28597680,815,-7841,6372
ags,28597700,869,-7877,6355
ags,28597720,810,-8026,6421
ags,28597740,832,-8048,6521
ags,28597760,871,-8002,6499
ags,28597780,822,-7972,6353
ags,28597800,805,-8038,6480
ags,28597820,1142,-7882,6428
ags,28597840,932,-8077,6560
ags,28597860,861,-8080,6433
ags,28597880,896,-8029,6355
ags,28597900,915,-7999,6397
ags,28597920,927,-7875,6360
ags,28597940,603,-7899,6382
ags,28597960,822,-8029,6485
ags,28597980,925,-8248,6509
ags,28598000,1003,-8009,6397
ags,28598020,966,-7938,6441
ags,28598040,891,-8004,6472
ags,28598060,908,-8060,6482
ags,28598080,991,-8168,6311
ags,28598100,1023,-8114,6358
ags,28598120,1047,-7928,6394
ags,28598140,927,-8019,6448
ags,28598160,1154,-7845,6468
ags,28598180,979,-7972,6406
ags,28598200,1045,-7955,6397
ags,28598220,1045,-8092,6463
ags,28598240,1093,-8048,6485
ags,28598260,981,-7965,6389
ags,28598280,954,-8029,6358
ags,28598300,962,-8073,6377
ags,28598320,949,-8046,6404
ags,28598340,925,-8053,6380
ags,28598360,920,-7980,6328
ags,28598380,988,-8073,6387
ags,28598400,1086,-8031,6353
ags,28598420,1106,-8043,6397
ags,28598440,1333,-8148,6416
ags,28598460,981,-8021,6385
ags,28598480,942,-8009,6345
ags,28598500,1045,-8021,6328
ags,28598520,1001,-8041,6365
ags,28598540,1069,-8060,6382
ags,28598560,1113,-8073,6533
ags,28598580,1123,-8114,6519
ags,28598600,1137,-8019,6463
ags,28598620,1132,-8295,6365
ags,28598640,1032,-8058,6155
ags,28598660,1071,-7948,6228
ags,28598680,1137,-7963,6343
ags,28598700,1272,-7990,6377
ags,28598720,1276,-8141,6446
ags,28598740,1171,-8011,6453
ags,28598760,1189,-7836,6372
ags,28598780,1032,-7941,6436
ags,28598800,993,-7960,6489
ags,28598820,969,-8041,6443
ags,28598840,1071,-7965,6287
ags,28598860,1279,-7987,6397
ags,28598880,930,-8058,6345
ags,28598900,1118,-8016,6406
ags,28598920,1142,-7875,6294
ags,28598940,1042,-8082,6424
ags,28598960,1259,-7843,6463
ags,28598980,1460,-8156,6695
ags,28599000,1294,-7970,6492
ags,28599020,627,-7443,6453
ags,28599040,971,-7714,6900
ags,28599060,1245,-7609,6861
ags,28599080,1467,-7408,6392
ags,28599100,2024,-7355,6455
ags,28599120,1152,-7999,6101
ags,28599140,1093,-6478,9141
ags,28599160,3313,-6774,7403
ags,28599180,2473,-8031,7241
ags,28599200,3144,-7470,6873
ags,28599220,3178,-7555,7114
ags,28599240,2644,-7064,7210
ags,28599260,2451,-6720,6228
ags,28599280,2089,-7621,6760
ags,28599300,1972,-7391,6475
ags,28599320,2485,-7560,6760
ags,28599340,2570,-7233,6660
ags,28599360,2849,-6962,6013
ags,28599380,971,-7169,6416
ags,28599400,3078,-6417,6538
ags,28599420,2668,-7177,7031
ags,28599440,2841,-6947,7483
ags,28599460,3462,-7086,7476
ags,28599480,3459,-6947,7293
ags,28599500,2346,-6649,7105
ags,28599520,3808,-6700,7012
ags,28599540,3969,-6725,7368
ags,28599560,3520,-7470,7659
ags,28599580,4050,-6906,6785
ags,28599600,4323,-6764,6951
ags,28599620,4187,-6708,6685
ags,28599640,5219,-5348,4131
ags,28599660,3505,-7921,5083
ags,28599680,3342,-8600,7930
ags,28599700,2800,-6105,10872
ags,28599720,3171,-5604,8308
ags,28599740,3945,-7059,9715
ags,28599760,2338,-6334,3653
ags,28599780,3667,-6635,9300
ags,28599800,3549,-5946,7180
ags,28599820,2976,-5900,7412
ags,28599840,3171,-5741,7566
ags,28599860,3425,-5604,7539
ags,28599880,3322,-5746,7461
ags,28599900,3449,-5963,7708
ags,28599920,3305,-5951,7937
ags,28599940,3320,-6210,7876
